,NA06984,NA06985,NA06986,NA06989,NA06994,NA07000,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11832,NA11840,NA11843,NA11881,NA11892,NA11893,NA11894,NA11918,NA11919,NA11920,NA11930,NA11931,NA11932,NA11933,NA11992,NA11994,NA11995,NA12003,NA12004,NA12005,NA12006,NA12043,NA12044,NA12045,NA12046,NA12058,NA12144,NA12154,NA12155,NA12156,NA12234,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12414,NA12489,NA12546,NA12716,NA12717,NA12718,NA12748,NA12749,NA12750,NA12751,NA12760,NA12761,NA12762,NA12763,NA12775,NA12776,NA12777,NA12778,NA12812,NA12813,NA12814,NA12815,NA12827,NA12828,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12878,NA12889,NA12890,NA18525,NA18526,NA18528,NA18530,NA18531,NA18532,NA18533,NA18534,NA18535,NA18536,NA18537,NA18538,NA18539,NA18541,NA18542,NA18543,NA18544,NA18545,NA18546,NA18547,NA18548,NA18549,NA18550,NA18552,NA18553,NA18555,NA18557,NA18558,NA18559,NA18560,NA18561,NA18562,NA18563,NA18564,NA18565,NA18566,NA18567,NA18570,NA18571,NA18572,NA18573,NA18574,NA18577,NA18579,NA18582,NA18591,NA18592,NA18593,NA18595,NA18596,NA18597,NA18599,NA18602,NA18603,NA18605,NA18606,NA18608,NA18609,NA18610,NA18611,NA18612,NA18613,NA18614,NA18615,NA18616,NA18617,NA18618,NA18619,NA18620,NA18621,NA18622,NA18623,NA18624,NA18625,NA18626,NA18627,NA18628,NA18629,NA18630,NA18631,NA18632,NA18633,NA18634,NA18635,NA18636,NA18637,NA18638,NA18639,NA18640,NA18641,NA18642,NA18643,NA18644,NA18645,NA18646,NA18647,NA18648,NA18740,NA18745,NA18747,NA18748,NA18749,NA18757,NA18486,NA18488,NA18489,NA18499,NA18501,NA18502,NA18504,NA18505,NA18507,NA18508,NA18510,NA18511,NA18516,NA18517,NA18519,NA18520,NA18522,NA18523,NA18853,NA18856,NA18858,NA18861,NA18864,NA18865,NA18867,NA18868,NA18870,NA18871,NA18873,NA18874,NA18876,NA18877,NA18878,NA18879,NA18881,NA18907,NA18908,NA18909,NA18910,NA18912,NA18915,NA18916,NA18917,NA18923,NA18924,NA18933,NA18934,NA19092,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19141,NA19143,NA19144,NA19146,NA19147,NA19149,NA19152,NA19153,NA19159,NA19160,NA19171,NA19172,NA19175,NA19184,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19201,NA19204,NA19206,NA19207,NA19209,NA19210,NA19213,NA19214,NA19222,NA19223,NA19225,NA19235,NA19236,NA19238,NA19239,NA19240,NA19247,NA19248,NA19256,NA19257
150234000,55,76,65,23,35,55,75,34,21,24,59,21,25,36,54,25,29,74,65,42,33,44,40,34,45,72,57,40,26,26,57,59,106,32,28,69,80,56,29,57,83,37,51,32,47,93,36,60,17,28,34,12,41,28,43,29,34,59,124,37,38,51,27,13,33,49,67,43,30,34,33,40,41,68,32,50,37,38,42,47,46,57,46,31,47,8,38,42,29,39,39,38,63,53,27,35,43,55,54,42,38,59,15,47,37,42,34,34,41,36,65,66,72,36,41,45,17,41,43,25,31,33,39,82,35,57,51,38,48,48,26,54,51,42,26,28,41,42,12,40,22,43,59,51,26,37,37,44,48,40,47,35,63,41,35,38,36,34,29,54,38,30,46,29,30,15,12,32,51,68,51,60,26,52,39,42,24,23,22,52,55,28,43,64,58,40,14,30,34,14,11,23,24,25,21,19,43,12,28,20,31,21,48,33,50,54,39,21,104,42,9,36,53,30,21,26,82,51,32,16,14,51,13,38,36,41,52,74,62,29,19,9,34,37,50,37,29,36,22,29,18,104,47,43,24,24,42,29,20,45,42,55,23,43,30,77,42,37,35,54,13,23,24,26,45,37,6,64,44,38,24,32,14,25,28,14,31,40,22,31,60,46,38,21,14,18,30,30,35,29,32,32,43,34,19,43,58,14,42,24,24,19,36,12,18,12,25,15,31,27
150234500,47,93,80,41,30,57,53,45,16,22,72,34,73,23,83,18,41,119,48,48,42,46,43,29,44,88,54,34,40,36,49,75,140,28,39,76,74,43,18,46,73,38,61,45,53,94,37,40,27,20,39,21,42,37,42,35,29,45,120,51,32,43,40,51,33,83,70,54,24,37,33,36,47,56,41,57,23,38,37,48,26,56,52,40,42,10,14,48,23,46,35,45,47,57,15,22,35,64,46,34,37,55,19,54,36,37,24,32,32,32,60,44,71,33,38,36,9,48,38,43,29,35,26,87,19,56,35,40,38,33,27,46,57,36,29,27,35,39,13,44,18,42,43,41,23,36,30,40,50,23,46,32,38,36,33,45,25,27,21,42,24,43,32,22,32,19,5,35,42,44,48,69,26,48,48,21,31,20,20,47,48,28,26,58,42,39,6,20,25,12,10,25,15,28,29,34,28,9,28,17,33,10,32,34,53,58,51,38,82,28,8,28,60,26,23,24,68,31,22,24,22,57,14,38,29,30,60,83,60,29,43,13,33,24,42,33,30,38,34,30,32,89,41,41,30,41,42,24,33,43,33,52,23,47,48,72,37,29,30,34,24,27,18,62,24,31,25,54,34,30,17,17,34,16,25,15,91,30,42,33,70,51,40,19,11,25,33,20,19,23,24,37,23,25,32,41,98,9,57,37,34,45,41,17,22,13,28,23,24,43
150235000,57,85,59,23,30,52,37,44,30,28,56,29,78,22,72,25,35,63,48,49,36,58,32,26,57,105,43,49,25,20,42,53,147,25,41,47,59,72,27,53,65,33,45,53,56,91,36,48,27,17,23,33,37,29,36,32,35,77,116,44,39,47,42,39,35,64,70,36,37,39,10,43,33,55,49,60,29,42,34,44,31,50,40,30,34,17,17,37,36,45,49,53,38,49,28,29,36,50,50,36,41,35,20,47,46,27,23,39,32,30,49,38,65,32,38,39,12,62,44,36,28,48,26,68,30,55,44,46,34,34,27,45,51,25,28,28,33,35,20,39,19,44,39,32,28,36,28,33,47,44,35,25,40,46,52,45,19,31,23,38,19,43,26,19,41,15,2,30,58,50,56,53,33,60,55,31,14,17,19,54,64,36,28,51,58,32,3,5,24,12,14,27,32,28,21,16,28,9,21,11,29,14,32,37,51,69,39,36,56,25,10,34,51,25,36,23,44,44,21,29,25,34,11,22,43,39,66,81,61,29,41,14,22,40,37,32,39,38,54,29,38,99,48,31,25,28,41,25,24,36,32,36,12,38,38,90,34,40,16,34,31,18,11,42,23,30,15,78,28,42,32,22,26,13,24,1,54,19,35,34,53,30,30,33,12,19,33,14,18,22,18,55,41,30,33,43,93,8,53,20,35,32,44,23,32,10,40,20,21,28
150235500,62,85,60,28,23,46,51,54,28,34,84,35,56,36,72,16,38,97,34,46,45,41,28,22,82,72,53,51,27,47,44,62,127,32,31,67,73,70,24,51,74,36,37,46,61,98,24,44,22,14,18,22,48,32,29,29,36,43,132,37,42,48,46,35,33,54,60,31,26,35,17,45,56,47,42,47,39,31,35,47,37,58,30,26,29,19,34,32,26,49,44,58,39,48,24,23,28,39,41,59,43,49,12,32,41,43,27,38,39,20,30,47,43,30,35,37,13,41,49,32,23,54,26,97,26,42,45,38,49,29,40,41,43,34,30,25,35,32,21,42,24,59,26,37,28,33,33,36,42,27,43,19,53,44,38,54,17,35,37,45,25,41,20,31,41,16,12,37,52,65,64,53,21,45,54,39,35,19,15,48,58,26,29,53,52,43,17,15,37,19,16,20,20,36,36,28,35,19,39,35,36,29,44,31,55,54,33,26,75,31,9,25,52,33,39,31,74,49,22,31,22,43,26,21,32,26,69,98,59,37,49,21,25,39,29,31,28,33,39,21,40,102,59,17,35,34,39,36,25,30,39,34,49,38,37,68,35,36,35,34,24,36,20,78,46,35,29,48,47,32,16,15,27,31,20,17,73,30,30,19,51,47,29,37,25,24,44,28,18,40,17,67,39,24,30,38,79,27,40,31,29,31,37,11,20,17,36,29,24,34
150236000,38,67,72,34,35,38,47,38,15,24,74,30,63,32,57,9,25,42,39,39,21,19,25,27,48,87,46,34,20,42,27,55,79,24,36,46,40,42,18,81,58,30,41,39,51,64,18,48,26,15,28,18,37,36,34,19,28,40,99,19,35,42,29,38,27,50,50,36,23,35,22,30,40,35,45,34,29,45,35,42,25,52,11,28,33,20,34,51,23,28,46,49,26,38,22,23,26,29,32,37,24,45,16,41,14,15,20,29,16,21,36,44,30,12,23,9,10,22,11,18,17,33,12,90,18,22,18,29,26,19,8,20,32,23,11,23,17,30,21,34,17,28,21,16,27,25,11,33,26,18,19,21,56,25,17,28,23,14,11,27,19,37,22,23,20,11,7,12,41,35,36,33,13,32,43,40,20,11,12,38,33,25,17,25,30,21,10,25,20,15,16,16,22,25,27,15,21,7,34,15,22,24,35,9,36,41,40,26,45,31,13,27,55,17,21,24,52,21,13,32,20,10,14,10,22,25,113,61,53,26,59,36,13,13,24,24,37,22,56,22,40,71,56,22,34,33,35,28,27,7,31,33,35,35,25,83,26,20,23,16,30,10,18,46,24,26,49,64,34,32,17,21,46,37,15,15,61,8,31,23,47,32,36,41,24,20,17,24,28,26,19,60,26,15,17,43,90,29,30,33,20,16,42,16,7,22,37,28,16,20
150236500,22,39,41,13,24,36,29,30,13,5,40,18,52,7,45,4,27,40,43,23,8,19,18,17,33,53,42,46,16,26,27,32,74,33,34,37,43,38,6,44,41,35,26,17,32,73,20,29,8,24,30,14,45,42,46,6,12,36,59,15,15,11,26,29,16,63,44,30,27,34,19,26,23,49,35,25,40,36,39,20,15,21,23,18,19,13,24,48,12,45,32,37,28,24,16,18,15,37,37,17,9,34,5,42,10,7,3,19,10,15,26,26,28,3,4,3,0,1,4,4,4,9,4,43,4,12,4,7,18,3,3,7,7,18,2,21,0,11,9,3,12,9,4,5,24,7,2,16,15,6,8,8,11,7,0,13,9,5,6,9,7,17,6,19,4,9,7,7,13,16,14,10,9,23,22,30,12,5,10,18,14,30,5,17,5,6,5,10,21,6,10,16,10,10,13,12,15,1,7,1,21,6,35,24,28,36,31,8,41,4,15,3,43,3,28,10,39,27,20,11,19,7,7,6,11,3,82,44,38,20,37,56,1,0,6,6,23,5,46,9,32,38,24,7,28,42,29,24,15,12,30,20,12,39,8,59,13,10,13,3,19,14,10,38,24,12,27,58,26,48,14,16,13,12,8,3,51,28,25,22,55,36,29,26,3,12,4,18,16,8,9,36,23,14,21,28,66,5,27,17,7,21,46,13,20,17,34,27,5,8
150237000,59,121,133,34,114,55,54,33,107,36,170,18,60,28,126,83,98,194,85,39,50,50,49,36,47,134,90,59,29,40,50,144,180,89,105,95,94,85,14,103,109,40,58,48,171,201,51,46,26,33,59,35,48,39,48,22,34,122,84,59,58,43,54,74,36,134,58,45,29,27,30,50,34,46,40,90,41,109,52,62,25,67,32,73,74,120,94,43,27,44,60,54,61,54,101,99,35,47,48,104,52,44,20,30,56,53,38,37,57,20,43,44,45,50,72,53,63,69,68,43,45,70,67,90,59,64,56,45,52,22,41,53,93,54,46,77,38,51,18,54,52,79,64,57,39,45,62,61,48,56,79,35,72,59,53,54,21,36,72,109,25,25,53,59,59,18,13,94,53,96,76,70,30,40,48,67,44,21,46,72,67,35,31,69,47,60,85,71,90,51,45,46,91,51,79,31,42,80,90,65,99,100,131,64,105,76,34,14,78,42,28,20,98,28,71,22,98,122,48,31,45,134,27,36,50,40,130,111,53,92,73,45,53,36,56,50,28,32,55,16,72,61,47,35,36,31,42,26,19,61,37,48,64,73,46,80,36,23,44,21,104,133,111,97,63,34,71,68,40,36,24,32,49,118,24,56,81,68,43,32,61,81,37,65,82,103,27,30,31,30,30,79,61,27,52,46,84,113,37,33,36,52,50,50,39,48,62,41,24,32
150237500,66,170,162,60,112,73,45,44,122,50,168,32,60,30,136,93,101,241,88,48,63,58,67,37,63,138,116,90,41,73,66,168,210,90,112,104,120,66,38,90,116,58,50,67,184,222,52,54,32,27,73,55,64,61,63,24,56,85,128,61,61,60,59,52,41,118,101,47,33,50,35,69,70,51,53,87,34,73,53,71,39,63,50,75,75,87,84,65,35,84,75,55,87,55,91,98,43,65,64,85,58,74,23,35,62,106,39,40,67,32,70,51,65,65,84,67,76,61,71,42,59,60,78,122,45,77,85,74,52,59,60,64,79,57,68,78,45,74,36,73,44,82,88,91,49,72,93,78,61,55,96,37,93,95,83,74,28,51,61,90,30,41,66,60,77,27,9,97,66,109,123,81,40,57,59,96,26,31,55,91,89,34,56,99,81,65,63,91,83,61,47,33,67,48,90,20,43,73,79,54,73,90,144,100,108,99,47,25,78,47,21,28,101,35,66,33,119,116,48,35,49,137,40,46,65,49,125,95,87,83,79,46,61,50,59,62,41,38,56,30,74,84,57,52,28,23,21,47,29,79,43,51,66,54,60,95,53,39,41,39,114,83,72,67,71,38,50,80,69,47,41,38,44,127,33,45,78,45,61,35,74,103,55,80,64,92,39,27,53,39,49,80,48,33,35,74,111,72,65,37,44,53,54,50,27,29,57,44,47,43
150238000,47,102,94,51,49,68,49,27,33,35,107,34,72,24,89,24,34,109,52,50,58,59,49,35,60,95,79,34,38,41,35,60,122,35,37,62,80,74,40,85,90,38,53,49,70,127,41,53,18,27,47,33,45,31,38,32,52,47,125,50,49,60,54,61,45,59,63,39,33,38,42,42,53,52,47,44,32,43,55,63,34,46,57,51,25,41,51,48,28,30,43,47,40,57,40,72,30,40,41,85,56,45,10,22,51,66,21,39,60,30,42,43,57,52,63,50,51,50,57,36,62,49,59,84,46,74,70,69,52,54,49,42,62,59,53,47,60,42,37,59,36,80,62,75,32,54,50,55,62,41,70,21,71,55,56,65,17,49,41,56,27,41,46,64,78,23,14,65,70,95,99,63,38,55,48,67,24,25,38,58,61,30,50,86,71,49,28,50,41,24,42,38,46,38,59,28,44,45,55,37,50,24,41,40,65,68,39,36,80,32,23,41,54,34,21,47,81,49,29,37,29,89,35,53,56,36,107,94,45,11,79,19,37,46,57,43,37,36,54,35,69,90,55,41,25,35,31,41,36,44,49,52,49,50,48,106,42,43,35,44,26,43,50,47,41,26,47,70,44,41,21,17,31,45,37,28,86,37,34,23,79,45,40,73,29,34,40,30,42,29,30,60,40,36,38,34,115,33,33,23,31,48,39,38,21,20,57,48,40,34
150238500,55,89,89,38,40,86,37,33,32,34,97,31,60,34,91,34,47,113,56,37,42,55,39,36,63,84,88,41,32,40,34,50,139,29,43,63,81,79,35,52,82,35,71,65,74,136,53,40,12,36,48,35,38,34,40,19,31,53,140,85,54,47,57,48,44,66,66,55,40,33,24,42,44,38,39,59,26,37,47,67,32,48,49,60,42,33,60,40,36,29,46,42,55,76,62,64,42,33,49,85,51,32,14,31,56,68,24,31,58,30,62,56,47,61,63,73,48,63,59,32,65,72,56,89,51,94,85,55,60,30,48,43,60,54,49,44,61,59,36,54,39,82,59,57,31,55,60,59,68,36,69,32,65,74,45,74,19,40,32,90,23,34,43,61,91,19,6,68,71,110,83,78,24,59,52,57,24,25,39,75,70,26,53,66,77,65,36,40,68,31,41,37,37,43,82,27,41,34,60,46,55,36,61,40,82,63,30,45,72,34,24,31,70,33,21,48,96,42,43,34,38,94,30,34,55,42,112,98,52,21,76,15,45,35,56,48,38,45,56,24,62,95,40,51,38,19,20,26,26,51,47,57,44,82,56,101,33,36,45,32,45,57,56,63,46,38,52,63,42,34,22,33,36,64,27,19,87,48,47,42,63,43,42,67,40,32,44,23,31,33,30,50,62,43,25,40,132,56,42,22,42,58,49,36,22,26,56,32,52,44
150239000,73,76,116,34,32,65,38,34,30,31,96,34,52,34,69,15,38,119,51,51,49,44,31,31,65,61,69,40,35,33,38,56,136,30,36,59,83,77,29,72,72,50,43,64,59,134,32,29,25,23,45,32,50,34,45,23,32,65,151,62,43,42,57,53,30,68,54,58,25,45,34,51,60,55,37,55,25,44,36,64,31,43,61,54,29,62,41,25,49,56,39,52,42,53,44,45,28,44,50,61,45,46,20,31,51,56,33,28,50,28,59,40,45,68,57,62,38,61,52,33,50,65,50,70,49,66,59,48,57,32,29,43,48,42,49,51,41,42,33,36,32,75,63,44,38,56,58,49,49,47,75,26,45,55,60,63,30,38,35,82,26,45,26,58,62,17,12,51,66,80,90,75,28,39,45,66,19,23,30,83,74,38,51,63,53,42,40,44,48,24,32,29,33,35,70,36,43,25,55,43,50,33,50,40,67,45,32,28,80,50,34,38,56,37,33,26,95,41,28,31,24,70,24,30,56,37,105,112,50,37,46,55,37,35,47,41,47,47,63,23,56,83,41,34,22,22,33,29,31,52,34,60,36,65,51,78,41,31,45,23,28,53,30,49,39,41,51,67,29,38,12,32,31,33,38,21,88,37,54,46,45,40,29,55,41,42,38,25,30,26,26,67,38,56,25,33,114,55,31,28,60,56,49,29,24,28,64,33,40,58
150239500,64,81,61,46,33,60,46,37,20,27,72,43,54,38,80,22,33,99,48,32,48,54,36,29,57,88,83,48,23,27,58,38,128,24,37,80,108,57,41,57,76,35,49,59,53,120,41,45,10,23,45,33,51,29,41,32,31,46,129,51,64,55,39,45,18,80,85,46,32,27,22,42,64,50,31,51,31,53,46,56,37,44,39,55,36,30,47,40,30,42,33,46,52,57,29,41,27,64,35,44,38,38,16,32,39,60,24,36,46,27,76,50,48,31,47,50,38,54,51,48,36,51,45,83,40,60,68,44,63,38,38,41,58,38,45,49,44,35,25,30,35,58,72,40,28,59,51,59,46,53,59,34,64,41,53,78,25,47,32,72,28,50,27,36,30,13,2,49,54,70,77,73,38,33,59,58,27,25,19,55,61,31,54,59,38,43,18,34,45,17,28,26,38,33,37,22,37,18,51,26,43,26,50,49,80,61,44,22,57,45,15,29,73,40,26,39,88,25,40,35,19,73,32,32,54,48,101,100,54,25,56,27,28,35,45,37,31,26,47,21,49,68,40,32,45,17,36,35,28,63,35,57,26,53,36,76,42,42,43,27,26,34,34,55,47,28,42,51,35,44,25,23,40,33,36,10,69,37,35,19,53,41,28,34,17,31,38,43,31,34,28,63,41,28,37,42,118,23,43,15,52,52,53,29,36,23,43,17,26,31
150240000,56,104,88,41,29,75,48,57,12,31,83,39,79,22,76,22,29,107,58,34,46,35,38,29,64,78,38,60,36,30,50,61,134,24,45,54,109,65,33,78,71,45,62,48,47,94,43,40,12,12,47,33,38,40,37,30,41,32,119,36,50,43,40,35,34,71,62,47,40,24,17,44,56,43,37,44,42,39,32,57,29,34,39,69,40,34,35,53,15,52,31,41,39,59,43,49,23,56,42,63,42,45,21,34,53,37,23,34,43,36,62,43,62,35,69,58,45,62,34,44,45,48,43,86,55,48,60,56,66,41,38,48,61,36,45,53,31,55,25,39,37,56,55,51,31,68,53,50,47,40,56,29,74,41,55,68,29,38,20,62,24,44,38,35,47,11,6,73,55,66,76,73,25,42,63,40,34,12,30,51,62,28,48,65,46,33,25,38,50,34,25,45,28,26,47,30,42,38,42,23,32,35,55,40,76,69,48,23,75,47,7,23,53,35,43,32,68,35,42,36,28,72,27,25,34,32,75,87,59,20,46,15,27,36,51,30,38,35,37,23,45,65,53,41,27,28,30,31,25,43,32,49,37,52,27,83,31,28,44,34,28,42,25,42,51,34,26,64,45,34,18,23,22,27,25,13,65,37,43,36,49,58,43,40,24,43,39,13,35,24,34,48,36,41,30,55,98,37,73,36,40,41,26,42,15,26,23,21,19,31
150240500,67,99,93,37,30,56,44,36,29,27,72,23,66,27,57,38,41,112,51,56,46,41,40,37,70,84,44,53,24,46,41,50,110,43,34,47,76,60,32,65,80,34,60,60,67,103,39,25,12,32,39,31,36,41,46,33,32,37,95,46,50,37,35,57,53,48,39,56,40,36,41,42,53,49,33,58,37,58,30,50,20,46,39,65,39,59,60,27,28,48,38,32,32,54,81,100,35,46,33,78,44,44,30,52,48,60,24,35,52,42,36,43,56,49,65,49,65,51,35,36,59,60,49,61,69,39,45,51,44,49,35,42,47,32,50,61,48,52,25,48,52,56,51,59,47,59,37,63,44,43,48,21,65,68,51,73,25,51,40,67,16,37,36,41,65,13,27,89,48,83,86,65,41,44,34,32,36,19,39,73,55,29,44,69,64,35,36,70,67,35,48,29,40,29,62,27,53,43,62,48,63,43,62,50,82,66,37,35,80,58,21,26,60,32,49,30,85,44,25,37,25,106,30,42,55,40,83,100,50,23,56,61,38,34,39,34,41,45,65,26,35,72,36,60,38,20,13,35,23,52,36,52,41,57,41,79,19,26,55,47,40,73,40,91,46,36,44,76,34,35,22,19,36,83,27,32,92,23,53,22,50,38,43,66,66,55,39,30,23,21,34,80,55,42,28,52,90,56,41,24,44,33,21,22,13,26,24,49,34,35
150241000,73,90,117,26,27,51,25,34,34,36,86,43,62,37,88,29,35,121,45,34,50,47,30,40,47,83,72,37,27,44,29,55,128,37,40,58,81,60,43,61,77,34,55,69,52,153,34,35,16,41,48,28,45,30,43,23,23,30,116,52,44,42,55,80,45,56,62,52,39,33,28,35,43,49,34,46,30,43,40,57,27,52,54,58,37,40,57,26,23,30,40,31,46,40,47,70,39,34,26,77,31,45,25,38,49,62,20,36,58,33,48,30,40,35,61,61,55,67,46,38,59,70,42,81,34,40,62,66,43,44,29,51,63,31,48,59,52,47,20,53,44,71,45,47,27,39,40,58,45,52,61,28,70,58,52,60,21,54,44,70,16,69,42,45,64,18,13,73,53,65,78,70,32,56,50,49,31,22,44,67,59,33,44,73,51,43,28,64,55,38,38,27,39,29,45,21,46,44,38,37,59,40,66,40,83,60,43,27,72,43,11,23,41,18,57,27,88,49,12,41,25,91,30,44,49,36,94,107,63,26,60,49,28,37,52,38,41,40,66,29,67,93,36,38,26,19,30,35,34,52,40,47,27,35,42,58,25,36,39,54,31,35,51,73,38,31,74,60,40,28,16,11,31,54,30,29,110,25,45,20,56,41,35,55,42,56,32,20,18,25,25,54,51,32,23,34,114,53,35,29,36,55,42,29,32,22,49,55,36,41
150241500,78,82,107,34,23,58,28,34,29,22,78,40,61,35,88,29,35,106,62,49,63,27,42,29,62,86,73,49,27,48,37,46,136,33,44,63,91,63,47,85,76,42,65,61,52,115,47,28,16,29,42,37,34,43,45,30,25,42,137,33,34,48,47,44,31,65,75,52,40,28,15,29,41,54,49,30,48,43,47,48,37,55,37,49,41,17,29,34,29,43,36,38,44,48,39,32,34,43,46,74,41,46,23,34,45,44,25,24,54,32,69,44,55,39,44,52,36,59,48,23,39,52,40,83,42,40,53,49,37,33,34,45,56,47,49,40,39,37,16,49,31,66,46,41,30,32,45,55,44,47,49,35,60,50,47,58,19,34,34,57,25,53,39,48,47,17,7,56,65,81,68,68,27,51,54,32,22,15,38,68,60,30,47,48,59,49,19,29,54,17,20,23,32,31,30,21,49,27,37,30,61,28,38,46,62,69,59,19,87,38,9,20,76,23,38,22,79,28,27,27,32,69,27,30,43,41,88,92,70,31,60,28,33,45,41,41,35,37,48,25,58,84,43,36,22,29,38,28,18,53,35,35,34,37,44,81,36,36,32,52,29,27,30,47,45,30,59,51,33,46,34,15,26,21,22,22,66,29,35,14,38,45,31,42,31,43,25,17,23,26,39,46,55,21,36,24,123,37,34,15,52,45,35,28,23,19,45,60,23,32
150242000,56,89,77,41,30,60,29,45,33,31,104,29,58,27,85,23,49,144,35,36,53,44,56,34,55,76,77,39,27,42,37,57,131,27,50,49,75,81,30,65,83,35,40,59,75,127,40,44,18,22,31,46,45,39,43,31,40,46,87,48,52,47,39,55,40,59,55,50,28,38,16,36,51,38,33,54,47,39,44,47,33,52,32,72,46,54,67,38,34,37,34,30,40,54,58,55,29,46,45,80,44,51,27,20,50,61,18,29,51,30,50,51,38,40,54,67,59,44,56,20,40,63,38,90,39,55,41,65,49,40,48,47,49,33,49,61,44,40,30,55,42,50,55,41,49,43,50,63,51,55,68,41,74,42,45,64,21,34,38,74,25,47,45,38,56,27,11,68,52,94,65,68,31,53,62,43,41,15,33,58,64,25,39,66,67,59,44,57,50,39,33,47,50,32,66,35,29,33,57,56,56,38,61,48,86,51,41,23,101,42,42,25,69,26,29,32,93,51,36,32,28,86,36,18,44,44,114,102,55,27,80,40,33,48,44,39,37,22,80,29,54,95,28,33,24,25,20,36,16,55,33,47,48,54,49,100,42,34,32,41,38,49,59,58,62,37,61,68,40,31,22,18,24,79,25,28,89,31,36,17,40,57,30,44,51,73,21,26,24,23,31,58,62,25,38,26,141,57,33,20,39,45,39,27,30,27,43,38,29,33
150242500,67,80,82,27,41,55,60,39,24,27,74,28,50,29,82,24,32,107,43,52,56,39,50,38,54,87,66,43,24,30,37,44,117,31,50,54,93,68,43,63,70,33,55,62,54,118,48,41,14,17,38,27,38,36,45,16,44,33,109,46,49,61,44,60,44,68,55,40,28,36,26,35,50,34,33,49,31,45,44,60,25,56,34,55,25,64,51,42,30,38,37,43,45,54,41,49,33,37,35,65,40,42,17,41,36,75,23,37,58,18,41,41,44,38,54,57,53,46,46,42,62,74,57,91,51,49,60,48,48,32,50,46,53,43,52,47,46,49,30,48,42,52,58,52,35,48,55,69,36,52,71,37,57,34,45,70,19,56,39,86,16,42,50,46,47,16,16,63,64,86,62,59,28,41,49,38,29,25,28,60,69,21,46,78,66,53,41,54,32,18,42,29,26,47,62,31,35,28,47,34,63,32,63,33,55,63,30,30,77,41,27,32,57,38,30,41,72,40,22,30,39,86,35,39,50,40,77,83,73,51,51,57,40,40,49,35,26,33,57,33,44,90,50,32,33,33,30,27,16,77,27,55,48,60,47,112,28,31,34,30,23,45,44,60,41,33,42,47,30,25,19,28,29,41,39,24,76,41,41,22,82,60,29,46,39,37,29,38,32,18,33,60,77,30,32,34,85,36,43,36,54,43,35,24,20,27,42,45,32,28
150243000,65,79,87,21,39,59,60,49,21,25,83,25,54,36,72,23,34,81,47,40,43,35,42,21,70,71,59,47,39,44,51,58,132,23,40,63,97,55,33,92,68,34,60,73,51,118,41,49,14,14,53,31,32,47,49,38,39,38,134,56,36,51,39,33,42,57,77,45,30,34,23,44,56,50,51,33,30,40,39,45,25,43,48,32,35,29,33,52,17,50,45,30,40,47,24,35,37,49,51,40,33,30,12,40,36,33,36,42,37,25,49,43,60,40,56,44,22,47,37,37,44,64,60,104,38,59,52,30,45,29,42,51,55,48,37,51,51,40,22,49,20,39,50,39,28,44,44,51,33,48,50,29,54,54,39,42,27,49,31,52,18,34,30,36,65,14,5,29,63,60,58,47,23,52,57,38,24,22,27,52,43,25,44,64,48,28,15,19,25,15,29,23,23,32,33,36,34,19,35,17,41,15,39,29,53,55,56,49,76,42,10,23,55,20,36,34,79,38,20,40,30,48,41,24,49,31,71,93,83,16,35,20,32,41,55,27,39,41,29,35,25,75,51,39,21,39,43,33,21,39,43,69,30,61,53,75,27,44,40,39,32,23,22,55,33,30,17,56,39,42,41,31,26,25,25,9,65,31,38,27,50,42,43,31,8,25,38,14,30,19,18,51,54,21,24,30,108,24,52,29,42,40,24,27,28,23,33,44,35,30
